DroneID,Time,X,Z
Agent 3,15.00858,17.00208,25.4533
Agent 4,15.00858,24.8113,16.63677
Agent 5,15.00858,21.59604,15.10518
Agent 6,15.00858,24.95524,16.56232
Agent 7,15.00858,13.40518,12.66648
Agent 0,15.50438,23.59104,17.80963
Agent 1,15.50438,20.36449,17.41485
Agent 2,15.50438,24.09751,15.60159
Agent 3,15.50438,18.37081,26.45226
Agent 4,15.50438,24.61084,15.49164
Agent 5,15.50438,22.15905,16.22828
Agent 6,15.50438,24.56531,15.4142
Agent 7,15.50438,14.10332,13.01764
Agent 0,16.00715,24.39604,18.22502
Agent 1,16.00715,20.75765,17.68367
Agent 2,16.00715,25.9136,17.34099
Agent 3,16.00715,19.32531,27.08203
Agent 4,16.00715,24.23214,14.74595
Agent 5,16.00715,23.38852,17.22243
Agent 6,16.00715,23.5349,15.17603
Agent 7,16.00715,14.80001,13.37819
Agent 0,16.50301,24.14453,18.49572
Agent 1,16.50301,21.48832,17.85024
Agent 2,16.50301,27.08968,18.8523
Agent 3,16.50301,20.28011,27.0982
Agent 4,16.50301,23.4175,14.87272
Agent 5,16.50301,24.24818,17.82768
Agent 6,16.50301,22.02662,15.91455
Agent 7,16.50301,15.50063,13.74105
Agent 0,17.00537,23.62049,18.59238
Agent 1,17.00537,22.42492,17.93093
Agent 2,17.00537,26.97498,20.20401
Agent 3,17.00537,21.84795,26.08115
Agent 4,17.00537,22.20166,15.71454
Agent 5,17.00537,23.92741,18.03717
Agent 6,17.00537,20.84138,16.75366
Agent 7,17.00537,16.19848,14.09732
Agent 0,17.50609,22.91157,18.71702
Agent 1,17.50609,23.10732,17.89688
Agent 2,17.50609,26.03468,21.49777
Agent 3,17.50609,23.78971,24.53421
Agent 4,17.50609,21.10144,16.69212
Agent 5,17.50609,23.12638,18.2883
Agent 6,17.50609,20.54906,17.73969
Agent 7,17.50609,16.88958,14.44928
Agent 0,18.01436,22.11614,18.45527
Agent 1,18.01436,23.36699,17.79566
Agent 2,18.01436,25.25106,22.37729
Agent 3,18.01436,25.75279,22.75998
Agent 4,18.01436,20.64,17.66674
Agent 5,18.01436,22.44682,18.39479
Agent 6,18.01436,21.29646,19.01539
Agent 7,18.01436,17.57883,14.80367
Agent 0,18.50097,21.46218,17.63081
Agent 1,18.50097,23.50668,17.72726
Agent 2,18.50097,24.68879,22.92233
Agent 3,18.50097,27.4047,20.88526
Agent 4,18.50097,21.2501,18.9216
Agent 5,18.50097,21.81428,18.24105
Agent 6,18.50097,22.45555,20.13188
Agent 7,18.50097,18.2691,15.15879
Agent 0,19.01067,21.00142,16.83327
Agent 1,19.01067,23.51155,17.70582
Agent 2,19.01067,23.96514,22.84785
Agent 3,19.01067,28.24356,20.25467
Agent 4,19.01067,22.23912,20.03742
Agent 5,19.01067,20.96828,17.55678
Agent 6,19.01067,23.68357,20.89093
Agent 7,19.01067,18.95525,15.50089
Agent 0,19.50344,20.6595,16.01326
Agent 1,19.50344,23.43353,17.72782
Agent 2,19.50344,22.70724,21.83222
Agent 3,19.50344,29.09802,19.77398
Agent 4,19.50344,23.28757,20.58006
Agent 5,19.50344,20.21004,16.73605
Agent 6,19.50344,24.89085,20.63593
Agent 7,19.50344,19.59524,15.77886
